date,Dhading_Temperature,Dhading_Air_Pressure,Dhading_Wind_Speed,Dhading_Precipitation,Dhading_Rainfall_MM,Kathmandu_Temperature,Kathmandu_Air_Pressure,Kathmandu_Wind_Speed,Kathmandu_Precipitation,Kathmandu_Rainfall_MM,Kavre_Temperature,Kavre_Air_Pressure,Kavre_Wind_Speed,Kavre_Precipitation,Kavre_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Air_Pressure,Sarlahi_Wind_Speed,Sarlahi_Precipitation,Sarlahi_Rainfall_MM
2022-11-08,15.5,855.6,6.2,0.0,0.0,15.8,874.95,9.0,0.0,0.0,13.7,852.0,7.3,0.0,0.0,22.4,1002.95,10.1,0.0,0.0
2022-11-09,14.4,854.85,7.0,4.2,4.2,15.5,874.8,5.7,1.1,1.1,13.65,851.7,7.1,1.7,1.7,22.5,1002.9,9.8,0.0,0.0
2022-11-10,14.05,854.6,8.4,0.8,0.8,15.45,874.95,7.1,0.2,0.2,13.5,851.8,7.6,1.7,1.7,22.2,1003.0,9.2,0.0,0.0
2022-11-11,13.1,853.55,10.5,4.1,4.1,14.65,873.75,7.2,0.0,0.0,13.5,850.95,6.1,0.2,0.2,22.1,1002.2,7.0,1.8,1.8
2022-11-12,13.45,852.7,10.9,0.0,0.0,14.2,873.05,9.9,0.4,0.4,12.65,849.9,7.4,0.0,0.0,21.55,1001.9,11.0,0.0,0.0
2022-11-13,12.05,851.3,9.7,0.0,0.0,13.7,871.55,8.9,0.0,0.0,12.4,848.95,6.4,0.0,0.0,20.0,1002.1,9.3,0.0,0.0
2022-11-14,11.9,853.05,6.8,0.0,0.0,12.9,872.95,10.2,0.0,0.0,12.3,850.6,6.3,0.0,0.0,19.95,1002.95,8.2,0.0,0.0
2022-11-15,14.65,853.55,9.2,0.0,0.0,14.45,873.15,8.5,0.0,0.0,12.8,850.0,6.4,0.1,0.1,19.75,1001.7,9.5,0.0,0.0
2022-11-16,14.1,851.85,9.0,0.0,0.0,14.1,871.35,8.4,0.8,0.8,12.75,848.45,6.6,0.7,0.7,20.4,1000.25,10.5,0.0,0.0
2022-11-17,12.6,850.15,10.9,0.2,0.2,13.05,870.4,7.9,1.2,1.2,12.1,847.3,6.7,0.2,0.2,19.65,1000.05,9.4,0.0,0.0
2022-11-18,11.8,851.85,8.6,0.0,0.0,14.0,872.05,6.2,0.0,0.0,12.3,849.75,6.5,0.0,0.0,19.4,1002.55,9.4,0.0,0.0
2022-11-19,14.45,854.2,9.4,0.0,0.0,15.2,874.1,7.3,0.0,0.0,13.4,850.8,8.2,0.0,0.0,19.7,1002.25,9.4,0.0,0.0
2022-11-20,14.85,852.75,10.1,0.0,0.0,15.35,872.45,8.5,0.0,0.0,14.1,849.7,7.4,0.0,0.0,20.1,1000.75,10.9,0.0,0.0
2022-11-21,15.1,851.2,11.2,0.0,0.0,15.0,870.55,10.5,0.0,0.0,13.7,847.65,7.2,0.0,0.0,19.5,999.85,11.3,0.0,0.0
2022-11-22,15.1,851.45,8.3,0.0,0.0,14.55,870.5,8.7,0.0,0.0,13.35,847.55,5.9,0.0,0.0,18.95,1000.5,9.0,0.0,0.0
2022-11-23,14.4,851.4,10.1,0.0,0.0,14.85,870.8,8.7,0.0,0.0,13.15,847.85,5.4,0.0,0.0,19.8,1000.75,9.0,0.0,0.0
2022-11-24,11.45,850.1,7.0,0.0,0.0,12.7,870.0,7.6,0.0,0.0,12.05,847.75,7.1,0.0,0.0,19.15,1000.85,11.0,0.0,0.0
2022-11-25,14.5,854.0,6.5,0.0,0.0,15.2,873.8,7.1,0.0,0.0,14.25,850.8,6.4,0.0,0.0,19.9,1001.65,10.9,0.0,0.0
2022-11-26,15.25,852.15,9.7,0.0,0.0,16.0,871.85,8.7,0.0,0.0,14.2,849.05,7.1,0.0,0.0,19.55,999.95,10.6,0.0,0.0
2022-11-27,15.1,850.2,9.4,0.0,0.0,14.65,869.65,8.3,0.0,0.0,12.95,846.8,7.0,0.0,0.0,20.0,998.1,9.9,0.0,0.0
2022-11-28,12.2,850.25,10.8,0.0,0.0,13.2,869.75,8.9,0.0,0.0,12.5,847.6,6.5,0.0,0.0,20.35,999.85,8.2,0.0,0.0
2022-11-29,12.05,851.6,10.5,0.0,0.0,13.4,871.55,9.0,0.0,0.0,13.05,849.25,6.1,0.0,0.0,20.6,1001.5,9.2,0.0,0.0
2022-11-30,12.1,853.3,9.8,0.0,0.0,13.35,872.9,9.5,0.0,0.0,12.7,850.4,6.9,0.0,0.0,20.05,1002.5,8.7,0.0,0.0
2022-12-01,13.45,852.9,11.0,0.0,0.0,14.35,872.15,6.4,0.0,0.0,12.65,849.35,7.6,0.0,0.0,18.75,1001.7,11.1,0.0,0.0
2022-12-02,13.95,852.25,9.4,0.0,0.0,14.4,871.6,6.9,0.0,0.0,12.3,848.4,6.0,0.0,0.0,18.6,1001.45,10.6,0.0,0.0
2022-12-03,14.1,852.8,8.7,0.0,0.0,14.25,871.95,7.4,0.0,0.0,12.55,848.7,6.1,0.0,0.0,18.65,1001.35,9.7,0.0,0.0
2022-12-04,13.6,852.5,10.1,0.0,0.0,14.1,872.2,7.4,0.0,0.0,12.25,848.9,6.3,0.0,0.0,19.2,1001.65,10.1,0.0,0.0
2022-12-05,13.15,854.6,9.4,0.0,0.0,13.3,873.35,9.2,0.0,0.0,11.8,850.3,7.4,0.0,0.0,18.55,1003.25,13.4,0.0,0.0
2022-12-06,13.35,852.35,9.6,0.0,0.0,13.55,871.25,7.4,0.0,0.0,11.65,848.2,6.2,0.0,0.0,17.35,1001.3,14.8,0.0,0.0
2022-12-07,13.55,851.25,11.3,0.0,0.0,13.4,870.3,7.3,0.0,0.0,11.7,847.25,9.2,0.0,0.0,16.95,1000.85,11.3,0.0,0.0
2022-12-08,13.05,852.55,8.3,0.0,0.0,13.1,871.65,8.0,0.0,0.0,11.25,848.3,7.9,0.0,0.0,17.45,1001.95,9.4,0.0,0.0
2022-12-09,12.0,851.65,9.3,0.0,0.0,13.1,871.8,8.7,0.0,0.0,11.55,848.6,6.9,0.0,0.0,17.8,1001.2,8.9,0.0,0.0
2022-12-10,13.1,852.7,8.8,0.0,0.0,13.45,871.4,7.1,0.0,0.0,12.05,848.55,7.7,0.0,0.0,18.1,1001.3,10.4,0.0,0.0
2022-12-11,14.05,851.95,9.9,0.0,0.0,14.3,871.35,8.5,0.0,0.0,12.55,848.15,6.1,0.0,0.0,17.25,1001.6,10.1,0.0,0.0
2022-12-12,14.6,851.3,9.2,0.0,0.0,13.65,870.5,7.2,0.0,0.0,12.5,847.3,6.4,0.0,0.0,17.9,1000.65,8.9,0.0,0.0
2022-12-13,11.4,851.25,8.9,0.0,0.0,13.0,870.6,7.4,0.0,0.0,12.95,847.9,6.1,0.0,0.0,18.6,1001.05,8.8,0.0,0.0
2022-12-14,11.55,851.5,9.1,0.0,0.0,12.3,870.55,8.6,0.0,0.0,11.05,847.35,8.9,0.0,0.0,18.25,1001.55,9.7,0.0,0.0
2022-12-15,10.0,850.2,8.5,0.0,0.0,12.15,870.15,8.2,0.0,0.0,11.9,846.8,8.2,0.0,0.0,17.95,1000.05,8.9,0.0,0.0
2022-12-16,9.85,848.9,10.5,0.0,0.0,13.85,869.8,8.0,0.0,0.0,12.2,847.1,7.1,0.1,0.1,17.2,1000.85,8.3,0.0,0.0
2022-12-17,10.9,851.0,8.6,0.0,0.0,11.9,870.65,7.6,0.2,0.2,10.8,848.15,6.6,0.2,0.2,17.5,1002.3,9.4,0.0,0.0
2022-12-18,11.0,852.45,8.4,0.0,0.0,14.25,873.3,7.4,0.0,0.0,12.25,849.85,6.9,0.0,0.0,18.35,1002.05,10.3,0.0,0.0
2022-12-19,11.4,851.15,10.4,0.0,0.0,13.5,871.6,7.9,0.0,0.0,11.8,848.0,7.6,0.0,0.0,18.9,1000.65,9.1,0.0,0.0
2022-12-20,10.4,849.15,10.4,0.0,0.0,13.05,869.85,9.1,0.0,0.0,10.9,846.4,7.7,0.0,0.0,17.9,1000.35,12.8,0.0,0.0
2022-12-21,10.7,850.6,10.4,0.0,0.0,11.75,870.25,9.2,0.0,0.0,10.7,847.3,7.4,0.0,0.0,17.75,1001.1,12.6,0.0,0.0
2022-12-22,12.95,850.4,9.8,0.0,0.0,12.55,869.2,9.0,0.0,0.0,11.4,846.2,5.6,0.0,0.0,16.6,1000.3,10.8,0.0,0.0
2022-12-23,11.0,850.35,10.6,0.0,0.0,11.85,869.65,8.1,0.0,0.0,9.9,846.15,6.4,0.0,0.0,15.7,1001.2,7.1,0.0,0.0
2022-12-24,11.0,851.0,10.7,0.0,0.0,11.6,870.25,6.1,0.0,0.0,8.95,847.0,8.4,0.0,0.0,14.65,1001.65,10.1,0.0,0.0
2022-12-25,9.15,849.8,10.6,0.0,0.0,12.85,870.75,7.6,0.0,0.0,9.9,847.0,8.0,0.0,0.0,15.8,1001.65,10.0,0.0,0.0
2022-12-26,9.55,851.95,11.4,0.0,0.0,11.2,872.15,9.8,0.0,0.0,9.6,848.8,8.4,0.0,0.0,16.7,1004.05,13.3,0.0,0.0
2022-12-27,8.65,849.7,11.1,0.0,0.0,11.45,870.25,9.2,0.0,0.0,9.1,846.6,9.2,0.0,0.0,14.85,1002.15,16.8,0.0,0.0
2022-12-28,8.75,850.15,11.6,0.0,0.0,10.3,869.15,7.7,0.0,0.0,8.15,845.75,6.6,0.0,0.0,13.35,1004.4,7.2,0.0,0.0
2022-12-29,7.2,852.1,8.6,0.0,0.0,9.25,871.75,9.5,0.0,0.0,8.1,848.85,7.6,0.2,0.2,14.1,1006.35,8.9,0.0,0.0
2022-12-30,6.8,853.75,7.3,0.0,0.0,10.0,874.15,7.6,0.0,0.0,8.3,850.85,6.6,0.0,0.0,14.85,1006.95,9.7,0.0,0.0
2022-12-31,8.65,852.5,8.6,0.0,0.0,9.9,872.45,8.2,0.0,0.0,8.1,849.35,5.9,0.0,0.0,14.35,1005.7,9.4,0.0,0.0
2023-01-01,8.8,854.25,9.7,0.0,0.0,10.75,874.5,9.7,0.2,0.2,8.0,850.75,7.6,0.0,0.0,15.1,1007.4,8.6,0.0,0.0
2023-01-02,9.7,855.2,11.2,0.0,0.0,10.05,874.4,8.6,0.0,0.0,9.15,850.8,8.1,0.0,0.0,14.95,1007.85,8.3,0.0,0.0
2023-01-03,8.45,854.85,10.0,0.0,0.0,8.9,873.85,9.0,0.0,0.0,8.75,851.05,6.9,0.0,0.0,14.4,1007.75,9.5,0.0,0.0
2023-01-04,8.4,854.3,10.2,0.0,0.0,8.85,873.15,8.4,0.7,0.7,8.4,850.7,8.9,0.0,0.0,13.65,1008.1,10.2,0.0,0.0
2023-01-05,9.65,855.9,7.7,0.0,0.0,10.05,875.0,8.3,0.0,0.0,8.25,851.4,7.1,0.0,0.0,12.55,1009.35,9.6,0.0,0.0
2023-01-06,11.45,856.8,6.5,0.0,0.0,11.6,876.2,9.0,0.0,0.0,10.05,853.05,6.8,0.0,0.0,13.45,1008.25,12.7,0.0,0.0
2023-01-07,11.05,855.15,7.2,0.0,0.0,12.9,875.6,9.3,0.0,0.0,10.6,852.25,8.6,0.0,0.0,12.75,1006.9,10.4,0.0,0.0
2023-01-08,9.7,852.25,8.4,0.0,0.0,12.9,873.55,7.3,0.0,0.0,11.2,851.15,7.7,0.0,0.0,12.4,1006.05,10.0,0.0,0.0
2023-01-09,9.7,853.4,7.2,0.0,0.0,12.7,874.9,8.1,0.0,0.0,11.75,852.2,8.0,0.0,0.0,11.7,1007.15,9.5,0.0,0.0
2023-01-10,12.35,853.75,10.1,0.0,0.0,12.65,873.1,7.3,0.0,0.0,11.2,849.55,8.0,0.0,0.0,12.2,1004.95,10.2,0.0,0.0
2023-01-11,11.0,850.75,11.4,0.0,0.0,11.9,870.3,7.1,0.0,0.0,10.4,847.25,7.6,0.0,0.0,12.1,1003.55,10.7,0.0,0.0
2023-01-12,10.75,850.05,10.6,0.0,0.0,11.5,868.85,6.5,0.0,0.0,10.1,845.9,9.4,0.0,0.0,12.75,1000.75,8.8,0.0,0.0
2023-01-13,9.65,850.15,9.6,0.0,0.0,11.85,869.5,9.7,0.0,0.0,10.5,846.05,7.6,0.0,0.0,12.15,1001.6,6.7,0.0,0.0
2023-01-14,8.7,849.15,10.8,0.0,0.0,11.4,869.55,10.8,0.0,0.0,10.05,846.1,8.6,0.0,0.0,14.25,1000.75,13.3,0.0,0.0
2023-01-15,10.25,848.6,13.1,0.0,0.0,11.25,867.65,10.0,0.0,0.0,9.15,844.2,6.4,0.0,0.0,14.35,1000.95,16.2,0.0,0.0
2023-01-16,7.95,849.8,10.0,0.0,0.0,9.25,868.6,10.3,0.0,0.0,7.75,844.8,6.3,0.0,0.0,13.1,1003.3,14.1,0.0,0.0
2023-01-17,6.75,849.35,11.5,0.0,0.0,8.3,868.8,9.7,0.0,0.0,8.15,845.3,8.6,0.0,0.0,12.65,1003.85,11.4,0.0,0.0
2023-01-18,6.95,851.35,10.1,0.0,0.0,8.35,870.55,9.5,0.0,0.0,7.75,846.95,7.1,0.0,0.0,13.15,1005.75,11.9,0.0,0.0
2023-01-19,8.1,853.6,10.0,0.0,0.0,8.7,872.25,10.0,0.0,0.0,7.8,848.55,7.9,0.0,0.0,12.35,1006.75,8.9,0.0,0.0
2023-01-20,9.05,851.4,11.6,0.0,0.0,11.35,871.45,9.4,0.0,0.0,10.05,848.15,7.2,0.0,0.0,13.35,1005.55,9.4,0.0,0.0
2023-01-21,10.95,851.9,10.7,0.0,0.0,12.8,871.8,11.0,0.0,0.0,11.2,848.4,9.5,0.0,0.0,15.7,1002.75,14.9,0.0,0.0
2023-01-22,12.45,852.3,11.0,0.0,0.0,12.3,871.4,10.3,0.0,0.0,11.35,848.05,10.9,0.0,0.0,14.7,1003.05,10.9,0.0,0.0
2023-01-23,11.85,852.35,9.7,0.0,0.0,14.0,871.75,10.7,0.0,0.0,13.0,848.55,11.0,0.0,0.0,16.15,1001.9,8.8,0.0,0.0
2023-01-24,13.75,853.65,10.7,0.0,0.0,13.15,872.65,11.1,0.0,0.0,12.7,849.35,8.0,0.0,0.0,16.8,1003.65,9.8,0.0,0.0
2023-01-25,14.15,853.6,10.5,0.0,0.0,14.25,872.9,10.8,0.0,0.0,13.65,849.8,10.2,0.0,0.0,17.7,1002.5,9.4,0.0,0.0
2023-01-26,14.35,853.05,8.0,0.0,0.0,14.9,872.55,9.2,0.0,0.0,13.5,849.25,8.6,0.0,0.0,16.75,1001.7,13.7,0.0,0.0
2023-01-27,15.65,852.8,10.2,0.0,0.0,15.55,872.1,11.2,0.0,0.0,14.3,849.1,10.1,0.0,0.0,18.3,1001.5,12.0,0.0,0.0
2023-01-28,13.95,851.45,10.5,0.0,0.0,14.55,870.65,9.5,0.0,0.0,12.65,847.5,7.3,0.0,0.0,15.65,1002.0,9.2,0.0,0.0
2023-01-29,13.0,852.3,8.0,0.0,0.0,13.95,871.6,6.8,0.0,0.0,11.95,848.25,7.7,0.0,0.0,15.95,1002.7,8.3,0.0,0.0
2023-01-30,14.8,855.6,8.6,0.0,0.0,14.55,874.5,9.5,0.0,0.0,14.25,852.1,6.4,0.0,0.0,18.35,1003.55,8.5,0.0,0.0
2023-01-31,16.1,852.8,10.3,0.0,0.0,15.75,872.4,12.0,0.0,0.0,13.8,848.9,9.7,0.0,0.0,18.15,1000.6,14.6,0.0,0.0
2023-02-01,13.6,851.3,12.6,0.0,0.0,14.75,870.9,11.2,0.0,0.0,12.85,847.8,7.8,0.0,0.0,17.8,1001.5,16.6,0.0,0.0
2023-02-02,13.3,850.95,11.9,0.0,0.0,14.1,870.4,9.4,0.0,0.0,12.75,848.2,7.8,0.0,0.0,15.6,1003.0,10.5,0.0,0.0
2023-02-03,13.1,852.5,9.7,0.0,0.0,12.9,871.5,8.1,0.0,0.0,11.8,848.6,7.7,0.0,0.0,16.5,1001.65,13.5,0.0,0.0
2023-02-04,12.8,849.75,12.4,0.0,0.0,14.15,869.4,8.4,0.0,0.0,12.15,846.2,8.7,0.0,0.0,16.35,999.85,12.2,0.0,0.0
2023-02-05,10.6,847.8,11.4,0.0,0.0,13.2,868.5,7.6,0.2,0.2,10.8,844.9,6.9,0.0,0.0,16.8,999.55,12.8,0.0,0.0
2023-02-06,12.35,849.65,12.8,0.2,0.2,12.7,869.0,9.2,1.0,1.0,11.25,846.25,11.6,0.1,0.1,16.75,999.65,12.8,0.0,0.0
2023-02-07,10.95,846.5,8.4,0.0,0.0,12.5,866.25,10.5,0.1,0.1,11.05,843.75,8.7,0.1,0.1,17.85,997.7,12.6,0.0,0.0
2023-02-08,10.8,848.25,10.8,0.0,0.0,12.45,868.1,10.0,0.0,0.0,11.5,845.35,10.6,0.0,0.0,17.55,999.5,12.6,0.0,0.0
2023-02-09,11.05,849.25,11.5,0.0,0.0,12.35,869.0,10.5,0.0,0.0,10.0,845.4,7.9,0.3,0.3,17.35,1001.0,9.6,0.0,0.0
2023-02-10,11.2,850.2,10.8,0.0,0.0,12.7,869.85,11.2,0.0,0.0,12.7,847.05,10.1,0.0,0.0,17.6,1001.2,10.4,0.0,0.0
2023-02-11,14.25,850.95,11.2,0.0,0.0,15.0,870.6,11.8,0.0,0.0,13.55,847.4,8.6,0.0,0.0,18.05,999.95,11.4,0.0,0.0
2023-02-12,12.45,849.7,15.1,0.0,0.0,12.95,869.2,11.0,0.0,0.0,12.1,845.75,13.5,0.0,0.0,19.5,999.6,27.5,0.0,0.0
2023-02-13,12.55,847.65,12.5,0.0,0.0,13.75,866.85,9.3,0.0,0.0,11.15,843.15,7.3,0.0,0.0,15.75,1000.6,13.7,0.0,0.0
2023-02-14,12.2,852.0,11.7,0.0,0.0,12.25,870.95,10.8,0.0,0.0,11.3,847.7,6.4,0.0,0.0,16.3,1002.05,8.9,0.0,0.0
2023-02-15,12.4,850.15,12.6,0.0,0.0,14.45,869.85,13.0,0.0,0.0,12.1,846.75,13.0,0.0,0.0,17.1,1000.65,10.6,0.0,0.0
2023-02-16,12.7,851.6,11.2,0.0,0.0,16.1,872.5,12.0,0.0,0.0,14.2,849.75,13.0,0.0,0.0,18.75,1001.6,10.9,0.0,0.0
2023-02-17,15.35,854.8,10.9,0.0,0.0,15.75,874.6,11.9,0.0,0.0,13.7,851.55,11.3,0.0,0.0,20.75,1002.7,10.4,0.0,0.0
2023-02-18,14.0,853.8,11.5,0.0,0.0,16.25,874.5,15.3,0.0,0.0,14.1,851.4,10.3,0.0,0.0,21.5,1002.1,13.9,0.0,0.0
2023-02-19,14.7,852.9,15.6,0.0,0.0,16.8,873.65,14.8,0.0,0.0,14.8,850.55,9.1,0.0,0.0,21.45,1001.5,16.5,0.0,0.0
2023-02-20,14.7,851.2,13.0,0.0,0.0,16.35,871.85,10.3,0.0,0.0,14.05,849.1,10.3,0.0,0.0,21.05,1000.45,10.4,0.0,0.0
2023-02-21,14.85,852.05,12.6,0.0,0.0,15.4,871.75,11.8,0.0,0.0,14.8,849.25,8.0,1.0,1.0,21.7,1000.15,15.0,0.0,0.0
2023-02-22,14.85,850.5,12.6,0.5,0.5,15.65,870.4,8.2,4.8,4.8,14.0,847.45,9.2,0.9,0.9,21.95,997.85,15.9,0.0,0.0
2023-02-23,15.25,849.15,14.1,0.0,0.0,17.2,869.6,10.8,0.1,0.1,14.55,846.7,8.9,0.3,0.3,21.05,997.85,11.3,0.0,0.0
2023-02-24,15.35,851.95,13.4,0.0,0.0,15.75,871.6,9.2,0.0,0.0,13.75,848.65,10.8,0.0,0.0,20.3,1001.05,12.4,0.0,0.0
2023-02-25,13.5,854.6,11.6,0.5,0.5,13.5,874.2,6.9,2.4,2.4,11.9,851.8,6.0,1.2,1.2,21.4,1004.9,15.9,0.0,0.0
2023-02-26,12.45,856.45,9.9,4.0,4.0,13.6,876.15,5.9,5.1,5.1,11.45,853.1,8.3,7.6,7.6,21.3,1006.2,14.0,0.0,0.0
2023-02-27,12.2,855.15,7.8,0.6,0.6,13.1,875.15,9.7,1.1,1.1,11.35,852.0,11.9,2.4,2.4,20.65,1005.05,11.9,0.0,0.0
2023-02-28,13.2,854.65,11.5,0.0,0.0,14.2,874.75,8.6,0.8,0.8,12.15,851.6,6.6,1.3,1.3,21.4,1004.7,10.7,0.0,0.0
2023-03-01,13.9,856.0,14.1,0.3,0.3,15.3,876.35,8.7,0.7,0.7,13.45,853.2,6.7,0.3,0.3,22.75,1005.2,14.1,0.0,0.0
2023-03-02,14.0,855.3,11.9,0.0,0.0,15.75,875.55,9.0,0.5,0.5,13.95,852.7,8.7,0.6,0.6,22.75,1004.5,14.8,0.0,0.0
2023-03-03,14.9,855.65,13.0,0.0,0.0,16.0,875.9,7.9,0.3,0.3,14.55,853.6,7.1,0.7,0.7,23.65,1004.4,15.2,0.0,0.0
2023-03-04,14.75,856.6,10.8,2.7,2.7,15.6,876.4,7.5,1.5,1.5,13.65,853.6,8.0,1.5,1.5,24.05,1004.3,10.7,0.0,0.0
2023-03-05,16.2,856.1,11.9,0.8,0.8,16.6,875.9,10.0,0.6,0.6,14.5,853.1,12.1,0.3,0.3,24.5,1002.8,13.3,0.1,0.1
2023-03-06,15.75,853.35,14.2,0.0,0.0,18.05,873.95,10.2,0.0,0.0,15.5,850.85,10.3,0.3,0.3,23.6,1000.9,18.2,0.0,0.0
2023-03-07,15.3,853.65,12.8,0.0,0.0,17.2,873.95,7.1,0.0,0.0,14.7,851.0,7.9,0.6,0.6,22.5,1002.2,16.2,0.0,0.0
2023-03-08,14.05,855.85,11.6,1.1,1.1,14.15,875.85,8.4,7.0,7.0,11.3,852.65,8.8,2.2,2.2,19.6,1005.15,16.0,5.4,5.4
2023-03-09,13.6,854.25,11.9,0.2,0.2,15.55,874.45,9.3,1.7,1.7,13.25,851.55,11.6,1.8,1.8,21.75,1002.85,16.3,0.0,0.0
2023-03-10,14.15,853.95,10.2,0.0,0.0,16.0,874.4,5.1,0.4,0.4,14.5,852.05,7.9,0.1,0.1,22.25,1001.9,13.8,0.0,0.0
2023-03-11,14.4,853.9,11.3,0.0,0.0,16.9,874.4,9.0,3.9,3.9,14.4,851.5,11.1,0.0,0.0,22.0,1002.4,14.0,0.0,0.0
2023-03-12,14.85,854.65,10.8,0.0,0.0,17.15,875.25,9.8,0.3,0.3,15.4,852.5,8.7,0.0,0.0,23.2,1001.75,11.2,0.0,0.0
2023-03-13,16.0,854.25,9.1,2.0,2.0,17.15,874.05,9.6,7.1,7.1,15.0,851.35,9.8,15.8,15.8,23.6,1000.3,10.6,0.0,0.0
2023-03-14,15.0,851.2,11.2,5.6,5.6,16.0,871.1,10.0,6.4,6.4,13.8,848.4,10.2,10.0,10.0,23.55,997.4,14.1,0.8,0.8
2023-03-15,14.05,850.15,10.3,0.2,0.2,15.3,869.75,8.4,2.9,2.9,14.3,847.8,7.6,3.6,3.6,23.25,997.0,13.7,0.0,0.0
2023-03-16,15.2,851.7,11.6,0.3,0.3,16.75,871.9,8.7,0.4,0.4,14.45,849.05,7.7,0.1,0.1,23.45,999.25,19.1,0.0,0.0
2023-03-17,14.6,853.2,15.3,1.0,1.0,16.2,873.35,11.8,1.6,1.6,13.6,850.05,10.3,9.2,9.2,22.85,1000.6,14.1,3.2,3.2
2023-03-18,13.7,851.75,12.8,0.2,0.2,14.8,871.5,12.3,4.7,4.7,13.45,848.9,11.3,12.1,12.1,22.45,998.7,15.4,0.7,0.7
2023-03-19,13.65,850.15,7.6,4.7,4.7,14.75,869.6,7.2,10.4,10.4,12.6,846.65,7.2,6.8,6.8,22.05,997.45,17.7,13.1,13.1
2023-03-20,13.45,848.35,9.7,9.2,9.2,14.65,867.75,8.9,9.3,9.3,12.3,844.65,8.9,5.4,5.4,21.0,996.45,16.8,11.1,11.1
2023-03-21,13.6,848.9,11.0,14.1,14.1,13.95,868.45,8.4,20.5,20.5,11.4,845.2,7.1,13.7,13.7,21.05,996.95,13.3,4.1,4.1
2023-03-22,12.8,848.1,11.4,0.6,0.6,13.6,868.0,8.9,0.5,0.5,12.3,844.65,7.6,1.6,1.6,21.15,995.95,16.6,0.0,0.0
2023-03-23,13.35,846.65,11.5,0.6,0.6,14.9,866.75,6.8,1.9,1.9,12.55,843.7,9.5,3.1,3.1,21.65,995.4,16.1,0.0,0.0
2023-03-24,14.25,849.15,10.2,2.6,2.6,15.05,869.0,7.9,1.8,1.8,13.65,846.4,7.9,3.6,3.6,22.4,997.35,11.1,0.0,0.0
2023-03-25,15.05,852.0,13.0,0.4,0.4,15.55,871.65,11.9,0.0,0.0,14.9,849.1,10.4,0.0,0.0,23.75,998.55,14.3,0.2,0.2
2023-03-26,16.35,850.4,13.8,0.0,0.0,17.65,869.95,8.9,0.0,0.0,15.45,846.7,10.5,0.0,0.0,24.2,995.25,27.6,0.0,0.0
2023-03-27,15.55,848.0,13.4,0.0,0.0,17.6,868.3,7.8,0.0,0.0,14.4,845.5,8.5,0.0,0.0,23.8,995.55,18.2,0.0,0.0
2023-03-28,16.5,849.1,12.3,0.0,0.0,16.55,868.7,9.2,0.4,0.4,14.85,845.9,8.5,0.1,0.1,23.8,996.0,16.2,0.0,0.0
2023-03-29,16.05,850.9,10.8,0.0,0.0,16.8,870.85,7.9,1.9,1.9,14.5,848.15,7.5,0.5,0.5,22.95,997.85,10.8,0.0,0.0
2023-03-30,16.95,849.95,14.3,0.0,0.0,18.0,870.0,7.6,0.0,0.0,15.45,847.15,7.7,0.4,0.4,24.3,995.2,15.9,0.0,0.0
2023-03-31,16.25,850.0,19.0,1.7,1.7,17.2,870.0,8.6,6.8,6.8,14.85,847.5,10.4,8.6,8.6,24.5,996.85,21.3,12.6,12.6
2023-04-01,13.9,849.1,11.6,3.0,3.0,15.15,868.85,11.4,6.7,6.7,13.15,846.25,12.0,6.4,6.4,22.45,996.5,18.0,1.6,1.6
2023-04-02,12.55,847.0,12.2,2.9,2.9,13.9,866.7,9.4,4.2,4.2,11.9,843.55,7.3,8.3,8.3,21.25,994.6,16.6,2.2,2.2
2023-04-03,14.5,845.85,11.5,2.0,2.0,14.9,865.25,7.4,1.3,1.3,13.05,842.7,6.4,1.9,1.9,22.5,993.75,17.4,0.0,0.0
2023-04-04,15.25,847.9,13.5,1.1,1.1,16.7,868.05,12.2,0.4,0.4,14.9,845.55,7.6,0.8,0.8,23.65,994.95,18.1,0.5,0.5
2023-04-05,16.9,849.05,11.3,0.0,0.0,17.0,867.55,9.4,0.9,0.9,15.7,845.25,7.7,0.2,0.2,24.3,994.6,21.0,0.0,0.0
2023-04-06,17.15,850.1,12.1,0.0,0.0,18.3,870.35,8.7,0.0,0.0,15.8,847.4,8.5,0.2,0.2,24.0,996.95,13.3,0.0,0.0
2023-04-07,18.0,852.2,13.6,0.0,0.0,19.05,872.4,8.2,0.0,0.0,16.45,849.7,6.9,0.2,0.2,25.05,999.1,14.8,0.0,0.0
2023-04-08,18.7,854.6,12.5,0.0,0.0,19.1,874.2,9.4,0.1,0.1,17.35,851.95,8.1,0.0,0.0,24.6,1000.6,13.4,0.0,0.0
2023-04-09,18.95,854.75,15.3,0.0,0.0,19.7,874.9,12.8,0.0,0.0,17.6,851.9,8.8,0.0,0.0,26.0,999.15,24.4,0.0,0.0
2023-04-10,18.25,852.1,13.3,0.0,0.0,19.5,872.5,11.2,0.0,0.0,17.7,849.85,8.4,0.0,0.0,25.95,997.4,20.9,0.0,0.0
2023-04-11,19.5,851.65,15.3,0.0,0.0,20.35,871.9,8.7,0.0,0.0,17.7,849.15,7.6,0.2,0.2,25.75,997.3,16.6,0.0,0.0
2023-04-12,19.95,852.05,14.6,0.0,0.0,20.95,872.2,9.6,0.0,0.0,18.6,849.55,8.9,0.0,0.0,25.65,996.45,11.8,0.0,0.0
